Datetime,Open,High,Low,Close,Volume
2025-12-21 21:00:00+00:00,1.4356,1.4428,1.4291,1.4329,254907.6337251
2025-12-21 22:00:00+00:00,1.4324,1.4469,1.4303,1.4453,368749.7793744601
2025-12-21 23:00:00+00:00,1.4458,1.4579,1.4387,1.4448,448017.8205341601
2025-12-22 00:00:00+00:00,1.4447,1.483,1.4447,1.4528,1377693.4183595988
2025-12-22 01:00:00+00:00,1.4535,1.4729,1.4494,1.4505,788039.6385890901
2025-12-22 02:00:00+00:00,1.4508,1.4515,1.4282,1.4463,687692.9425069503
2025-12-22 03:00:00+00:00,1.4465,1.4643,1.4422,1.4528,267225.0841602399
2025-12-22 04:00:00+00:00,1.4528,1.4638,1.4517,1.4591,373339.75986003
2025-12-22 05:00:00+00:00,1.4591,1.4626,1.4469,1.448,299306.46099723974
2025-12-22 06:00:00+00:00,1.448,1.4548,1.4443,1.448,225879.69867973
2025-12-22 07:00:00+00:00,1.4485,1.4611,1.4467,1.4543,290036.49708659004
2025-12-22 08:00:00+00:00,1.4541,1.471,1.4524,1.4529,836857.0397459298
2025-12-22 09:00:00+00:00,1.453,1.4632,1.4524,1.4626,224864.72677698
2025-12-22 10:00:00+00:00,1.4627,1.476,1.4594,1.4672,435054.31468816014
2025-12-22 11:00:00+00:00,1.468,1.4759,1.4628,1.4685,391081.66869629006
2025-12-22 12:00:00+00:00,1.469,1.4874,1.4668,1.4755,622747.3783925402
2025-12-22 13:00:00+00:00,1.476,1.4788,1.4628,1.4724,866118.2809686102
2025-12-22 14:00:00+00:00,1.4722,1.4876,1.4658,1.4805,1570278.0973823995
2025-12-22 15:00:00+00:00,1.4805,1.491,1.4663,1.4809,1436997.8110700578
2025-12-22 16:00:00+00:00,1.4809,1.4894,1.4737,1.475,934100.9015847704
2025-12-22 17:00:00+00:00,1.4751,1.4778,1.4659,1.4708,1062924.9007801395
2025-12-22 18:00:00+00:00,1.471,1.4784,1.4646,1.4661,481920.73448814
2025-12-22 19:00:00+00:00,1.4664,1.4687,1.435,1.4379,2086168.6462895405
2025-12-22 20:00:00+00:00,1.4377,1.4475,1.429,1.4384,1603615.2465203102
2025-12-22 21:00:00+00:00,1.4384,1.4555,1.4379,1.4481,749613.9288511198
2025-12-22 22:00:00+00:00,1.4477,1.4622,1.4441,1.4575,659794.8171601001
2025-12-22 23:00:00+00:00,1.4576,1.4626,1.4541,1.4615,407956.6281987598
2025-12-23 00:00:00+00:00,1.4616,1.4699,1.4592,1.4613,505552.2274268602
2025-12-23 01:00:00+00:00,1.4612,1.4695,1.4528,1.4569,810359.9646835197
2025-12-23 02:00:00+00:00,1.4567,1.462,1.4422,1.4429,511540.7497655201
2025-12-23 03:00:00+00:00,1.4431,1.4516,1.4354,1.448,843624.8497425702
2025-12-23 04:00:00+00:00,1.448,1.4534,1.4377,1.4379,439105.68611612986
2025-12-23 05:00:00+00:00,1.4383,1.4392,1.4246,1.4357,532634.3163912401
2025-12-23 06:00:00+00:00,1.4359,1.4407,1.427,1.4359,625484.6800682899
2025-12-23 07:00:00+00:00,1.4358,1.4411,1.4239,1.4269,1182165.0824277317
2025-12-23 08:00:00+00:00,1.4268,1.4397,1.4258,1.4292,313315.39019488986
2025-12-23 09:00:00+00:00,1.4301,1.4356,1.4254,1.4318,185217.67334566
2025-12-23 10:00:00+00:00,1.4319,1.4381,1.4302,1.4356,219024.0485827
2025-12-23 11:00:00+00:00,1.4359,1.4463,1.4348,1.443,155829.69694469002
2025-12-23 12:00:00+00:00,1.4426,1.444,1.4334,1.4403,412914.67433014
2025-12-23 13:00:00+00:00,1.44,1.4426,1.4189,1.4265,896968.594886091
2025-12-23 14:00:00+00:00,1.4268,1.4346,1.4057,1.4184,1373123.0786558096
2025-12-23 15:00:00+00:00,1.4188,1.4414,1.4146,1.4309,1388921.3773697591
2025-12-23 16:00:00+00:00,1.4306,1.4471,1.4272,1.4429,841151.6469915602
2025-12-23 17:00:00+00:00,1.443,1.4476,1.42,1.4206,494470.23363274
2025-12-23 18:00:00+00:00,1.4204,1.4428,1.4203,1.4421,974592.49055735
2025-12-23 19:00:00+00:00,1.4423,1.4472,1.4356,1.4413,717364.0790296097
2025-12-23 20:00:00+00:00,1.4414,1.4567,1.4377,1.446,761234.6776125398
2025-12-23 21:00:00+00:00,1.4458,1.4468,1.4382,1.4404,451093.40838508
2025-12-23 22:00:00+00:00,1.4403,1.443,1.4257,1.4297,424797.63556075
2025-12-23 23:00:00+00:00,1.4297,1.4371,1.4255,1.4354,344880.98613482
2025-12-24 00:00:00+00:00,1.4356,1.4369,1.4291,1.4342,302731.82751895
2025-12-24 01:00:00+00:00,1.4347,1.4389,1.4258,1.4286,144228.77936682
2025-12-24 02:00:00+00:00,1.4284,1.4286,1.3965,1.4005,1244043.1031171298
2025-12-24 03:00:00+00:00,1.4005,1.4178,1.3943,1.4139,1771693.32395341
2025-12-24 04:00:00+00:00,1.4135,1.4177,1.4057,1.4063,356585.9050548501
2025-12-24 05:00:00+00:00,1.4063,1.4111,1.3973,1.3989,1240050.40483815
2025-12-24 06:00:00+00:00,1.399,1.4081,1.3951,1.4051,780398.3048003999
2025-12-24 07:00:00+00:00,1.4052,1.4114,1.402,1.4022,279905.85608959
2025-12-24 08:00:00+00:00,1.402,1.4061,1.3944,1.397,488101.6505985001
2025-12-24 09:00:00+00:00,1.3983,1.4054,1.3983,1.4014,228486.31176284008
2025-12-24 10:00:00+00:00,1.401,1.4138,1.4003,1.4075,248937.15471690003
2025-12-24 11:00:00+00:00,1.4082,1.4172,1.4082,1.4115,245989.52611866
2025-12-24 12:00:00+00:00,1.4116,1.419,1.4098,1.4167,257520.43394774
2025-12-24 13:00:00+00:00,1.4175,1.4175,1.4031,1.4065,354315.40654312994
2025-12-24 14:00:00+00:00,1.4065,1.4142,1.3872,1.404,1438452.6828169597
2025-12-24 15:00:00+00:00,1.4043,1.4229,1.4,1.4137,1358554.54479808
2025-12-24 16:00:00+00:00,1.4136,1.4271,1.4094,1.4189,1067484.17047282
2025-12-24 17:00:00+00:00,1.4187,1.4237,1.4098,1.4118,491766.02451118
2025-12-24 18:00:00+00:00,1.4104,1.415,1.4065,1.413,522498.74628659
2025-12-24 19:00:00+00:00,1.415,1.4174,1.4095,1.4158,422876.3984573101
2025-12-24 20:00:00+00:00,1.416,1.4213,1.412,1.4125,208415.22646062
2025-12-24 21:00:00+00:00,1.4126,1.42,1.4122,1.4166,243186.61838059995
2025-12-24 22:00:00+00:00,1.417,1.4283,1.4168,1.4233,841761.3212975399
2025-12-24 23:00:00+00:00,1.4238,1.4245,1.4142,1.4147,462016.88004176994
2025-12-25 00:00:00+00:00,1.4146,1.4163,1.4074,1.409,383448.4601313601
2025-12-25 01:00:00+00:00,1.4089,1.416,1.4081,1.414,105245.65973173996
2025-12-25 02:00:00+00:00,1.4141,1.4207,1.4102,1.4178,168661.84213008996
2025-12-25 03:00:00+00:00,1.4178,1.422,1.413,1.4168,145855.58352695
2025-12-25 04:00:00+00:00,1.4165,1.4195,1.4127,1.4185,82590.62353855997
2025-12-25 05:00:00+00:00,1.4182,1.4185,1.411,1.4133,78619.65404573001
2025-12-25 06:00:00+00:00,1.4135,1.416,1.4096,1.415,139435.44365590002
2025-12-25 07:00:00+00:00,1.4148,1.4151,1.4064,1.4112,204312.39318982
2025-12-25 08:00:00+00:00,1.4118,1.4184,1.4009,1.4082,324667.68693102984
2025-12-25 09:00:00+00:00,1.4085,1.4089,1.4051,1.4074,109379.31615756
2025-12-25 10:00:00+00:00,1.4068,1.4069,1.3899,1.3941,305587.32966816
2025-12-25 11:00:00+00:00,1.394,1.4023,1.3936,1.3985,581401.19116187
2025-12-25 12:00:00+00:00,1.3984,1.4043,1.3967,1.4043,89853.54451160997
2025-12-25 13:00:00+00:00,1.4041,1.4048,1.3962,1.3994,286549.2041830001
2025-12-25 14:00:00+00:00,1.3993,1.4023,1.3932,1.3997,208767.67625860992
2025-12-25 15:00:00+00:00,1.3998,1.4269,1.3953,1.4162,757431.1826812502
2025-12-25 16:00:00+00:00,1.4154,1.4226,1.4042,1.4059,895588.2600453799
2025-12-25 17:00:00+00:00,1.406,1.413,1.4027,1.4107,171265.1721753
2025-12-25 18:00:00+00:00,1.4107,1.4175,1.4096,1.4112,418760.78985132027
2025-12-25 19:00:00+00:00,1.4111,1.4125,1.4064,1.4103,159738.44234953003
2025-12-25 20:00:00+00:00,1.4106,1.4131,1.4032,1.4072,312374.08473871
2025-12-25 21:00:00+00:00,1.4071,1.41,1.4037,1.4058,266814.15954979
2025-12-25 22:00:00+00:00,1.4056,1.4064,1.3564,1.3696,2327516.3268327084
2025-12-25 23:00:00+00:00,1.3693,1.3768,1.3526,1.3626,2278461.8963792687
2025-12-26 00:00:00+00:00,1.3621,1.3704,1.3562,1.3659,1176611.34666928
2025-12-26 01:00:00+00:00,1.3657,1.3729,1.3644,1.371,381013.6086885801
2025-12-26 02:00:00+00:00,1.3709,1.4188,1.3701,1.4071,2645469.2302100607
2025-12-26 03:00:00+00:00,1.4072,1.413,1.3956,1.402,847344.4209737701
2025-12-26 04:00:00+00:00,1.4022,1.4084,1.3913,1.4051,363287.5202989799
2025-12-26 05:00:00+00:00,1.4052,1.4059,1.3983,1.4028,225931.35704272
2025-12-26 06:00:00+00:00,1.4031,1.4108,1.403,1.4062,340734.09578002006
2025-12-26 07:00:00+00:00,1.4062,1.4123,1.3942,1.3972,669706.41383068
2025-12-26 08:00:00+00:00,1.3972,1.4048,1.3969,1.4036,199519.23294467
2025-12-26 09:00:00+00:00,1.4034,1.4137,1.4013,1.4132,292183.78841316
2025-12-26 10:00:00+00:00,1.4133,1.4139,1.4063,1.409,235980.78895
2025-12-26 11:00:00+00:00,1.4098,1.4098,1.4027,1.405,192552.19114942005
2025-12-26 12:00:00+00:00,1.4047,1.4098,1.4037,1.4053,181326.51673101
2025-12-26 13:00:00+00:00,1.4053,1.4134,1.4033,1.4097,251474.4619910601
2025-12-26 14:00:00+00:00,1.4097,1.4106,1.376,1.381,1284185.1711448298
2025-12-26 15:00:00+00:00,1.3813,1.3917,1.3689,1.3874,1333165.9439683002
2025-12-26 16:00:00+00:00,1.3875,1.3914,1.3734,1.3748,565615.2571263299
2025-12-26 17:00:00+00:00,1.3748,1.3891,1.3742,1.3802,453535.7856205602
2025-12-26 18:00:00+00:00,1.3803,1.391,1.3793,1.3853,383466.7379855699
2025-12-26 19:00:00+00:00,1.3851,1.395,1.3816,1.392,452990.1870327898
2025-12-26 20:00:00+00:00,1.3922,1.4048,1.39,1.397,573779.4138166899
2025-12-26 21:00:00+00:00,1.3977,1.4031,1.3935,1.395,437979.1292292599
2025-12-26 22:00:00+00:00,1.3948,1.4011,1.3901,1.3961,241631.22516106
2025-12-26 23:00:00+00:00,1.3963,1.4008,1.3957,1.397,235727.43402045005
2025-12-27 00:00:00+00:00,1.3976,1.4023,1.3964,1.3993,133362.17768648002
2025-12-27 01:00:00+00:00,1.3992,1.3997,1.3948,1.3987,195655.59473624
2025-12-27 02:00:00+00:00,1.3991,1.4023,1.3952,1.3975,112391.45528516002
2025-12-27 03:00:00+00:00,1.3976,1.41,1.3962,1.4071,436189.3057653198
2025-12-27 04:00:00+00:00,1.4074,1.412,1.4019,1.4032,241256.98473498007
2025-12-27 05:00:00+00:00,1.4035,1.4063,1.4016,1.4054,87235.27882000002
2025-12-27 06:00:00+00:00,1.4055,1.4071,1.3992,1.401,104071.41587092
2025-12-27 07:00:00+00:00,1.4009,1.4055,1.3988,1.4005,73215.77286999999
2025-12-27 08:00:00+00:00,1.4006,1.4039,1.3987,1.3994,117530.38760812
2025-12-27 09:00:00+00:00,1.3997,1.4081,1.3996,1.4055,143711.60609512997
2025-12-27 10:00:00+00:00,1.405,1.4096,1.3931,1.4089,166645.37026864002
