Datetime,Open,High,Low,Close,Volume
2025-12-21 20:00:00+00:00,2990.71,2997.1,2984.52,2986.4,5391.231411340001
2025-12-21 21:00:00+00:00,2986.42,2993.7,2970.25,2973.21,1390.0300371700002
2025-12-21 22:00:00+00:00,2973.21,2998.9,2970.13,2996.12,1600.1932615299995
2025-12-21 23:00:00+00:00,2996.04,3015.1,2991.62,3001.42,5705.60378852
2025-12-22 00:00:00+00:00,3001.36,3064.5,3001.36,3021.82,8142.791760479986
2025-12-22 01:00:00+00:00,3021.7,3050.6,3015.95,3018.0,4747.01882642
2025-12-22 02:00:00+00:00,3018.01,3021.8,2970.4,3009.12,8000.529647630003
2025-12-22 03:00:00+00:00,3009.13,3035.1,3001.19,3024.2,2431.878602640002
2025-12-22 04:00:00+00:00,3020.55,3045.1,3019.05,3039.22,2541.9267939500014
2025-12-22 05:00:00+00:00,3038.92,3043.5,3023.96,3030.4,2046.8949527000004
2025-12-22 06:00:00+00:00,3026.82,3036.0,3021.52,3026.8,1827.2190702200005
2025-12-22 07:00:00+00:00,3024.5,3037.5,3022.21,3028.54,2535.4613218099994
2025-12-22 08:00:00+00:00,3028.51,3057.5,3023.85,3029.7,3784.075057659998
2025-12-22 09:00:00+00:00,3026.44,3044.3,3024.61,3039.27,1751.9371705700005
2025-12-22 10:00:00+00:00,3039.28,3046.2,3030.87,3039.79,3528.7406069000003
2025-12-22 11:00:00+00:00,3039.77,3059.0,3035.94,3048.1,3863.141175509997
2025-12-22 12:00:00+00:00,3048.1,3077.5,3042.7,3058.15,10160.995312100007
2025-12-22 13:00:00+00:00,3058.16,3065.5,3047.17,3055.92,4986.984943399999
2025-12-22 14:00:00+00:00,3056.42,3075.1,3026.8,3061.21,9152.133862779989
2025-12-22 15:00:00+00:00,3061.21,3073.6,3020.56,3051.78,9531.898835249993
2025-12-22 16:00:00+00:00,3051.23,3060.0,3036.88,3041.89,7026.279017159995
2025-12-22 17:00:00+00:00,3041.9,3045.2,3022.33,3031.61,5643.15295242
2025-12-22 18:00:00+00:00,3031.49,3041.2,3006.37,3013.94,7759.97446759998
2025-12-22 19:00:00+00:00,3014.43,3016.9,2972.02,2978.51,12108.954321469992
2025-12-22 20:00:00+00:00,2979.01,2988.2,2962.08,2974.99,8201.801624999998
2025-12-22 21:00:00+00:00,2974.31,2999.6,2974.18,2986.22,4030.1402251299983
2025-12-22 22:00:00+00:00,2986.3,3017.1,2980.04,3009.72,3611.244464740004
2025-12-22 23:00:00+00:00,3009.72,3014.6,2999.22,3007.03,4421.859430310004
2025-12-23 00:00:00+00:00,3007.29,3037.3,3002.62,3026.47,6046.939010199997
2025-12-23 01:00:00+00:00,3026.1,3034.5,3014.17,3016.49,3048.777755970002
2025-12-23 02:00:00+00:00,3016.28,3027.2,2985.87,2989.4,4659.923840589999
2025-12-23 03:00:00+00:00,2989.1,3000.1,2970.4,2989.84,3818.34194527
2025-12-23 04:00:00+00:00,2990.27,3000.6,2981.49,2985.1,2342.97037017
2025-12-23 05:00:00+00:00,2982.51,2987.5,2963.95,2972.88,3566.9752191800003
